,age,breeds,description,media,name,pet_id,sex,size,status
215,Adult,"American Staffordshire Terrier, Pit Bull Terrier","My name is DUCHESS and I'm a gorgeous 4 yr F Red/White Amstaff/Pit/Hound X. I'm 60 lbs of PURE RED VELVET LUSCIOUSNESS. I'm on the shy side and  a bit aloof when I first meet you but once I get to know you, I'm your shadow. I was abandoned by my owner in the yard so not much is known about my background. I seem to be better with male dogs and a little snarky with females unless they are quiet and mellow. I'm fine with kids as long as they respect my space and I'm NOT fond of cats so NO CATS for me. I'm a easy going medium energy girl and I need someone that will help me gain more confidence and also be reliable and consistent with me. I would love to be with another male dog for companionship.  I am an absolute SWEETHEART!! Please come meet/adopt me today!

For more info; app: please email: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/39596516/1/?bust=1507461250 http://photos.petfinder.com/photos/pets/39596516/2/?bust=1507461327 http://photos.petfinder.com/photos/pets/39596516/3/?bust=1507461388 http://photos.petfinder.com/photos/pets/39596516/4/?bust=1507461406,Duchess *URGT* IMMED FOSTER HOME NEEDED,39596516,F,M,A
216,Baby,"Black Labrador Retriever, Pit Bull Terrier","My name is GRIZZLY BEAR and I'm a 1yr M Black Lab/Pit X. I'm 70 lbs of PURE DELICIOUSNESS. Unfortunately my owner is now working 2 jobs and has NO TIME for me,  but he raised me to be a very well mannered, well behaved & balanced dog. I'm housebroken, crate trained, leash trained, know basic commands and am GOOD with DOGS, CATS & KIDS ages 8yrs +.  I'm friendly with all and good with strangers but I will alarm bark if someone is in the hall or knocks on the door. I'm used to living in an apt but would love to be able to run & play in the great outdoors. I'm very strong & play rough with my dad Cairo who is a pitbull, but I love dogs and can be pushy with other dogs but if they do not like to play rough, I will tone it down and I take social cues very well.  Like all puppies, I have lots of energy and could use further training/tweeking  but I am 75% of the way there.  I am an absolute LOVE of dog and like lots of attention,  so I would love to be with a family that is looking for that first time pit x. I need someone to continue the structured training/discipline and exercise that my owner has given me so that I can be on my way to being a PERFECT DOG and an AMBASSADOR for my BREED. I am A GOOD BOY and will make a wonderful LOYAL COMPANION and BFF!!. Come meet me today!

For more info/app; please email: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/40510760/1/?bust=1514203966 http://photos.petfinder.com/photos/pets/40510760/2/?bust=1514203861 http://photos.petfinder.com/photos/pets/40510760/3/?bust=1514203869 http://photos.petfinder.com/photos/pets/40510760/4/?bust=1514204016 http://photos.petfinder.com/photos/pets/40510760/5/?bust=1514203913 http://photos.petfinder.com/photos/pets/40510760/6/?bust=1514203991,Grizzly Bear,40510760,M,L,A
217,Senior,"Chihuahua, Pug","My name is MARLEY and I'm an adorable 8/9 yr M Tan ""Chug"" (Chihuahua/Pug) X. I am 18 lbs of PURE CHUG O' LOVE BUG! I was surrendered by my owners due to ""medical issues"" as I have epileptic seizures currently in control with medication. Other than my seizures, I'm an absolutely amazingly sweet loving easy-going carefree boy that just wants to hang out with you! I've got the most endearing snaggle tooth crooked jaw that will make you just smile and laugh. I'm great with all dogs & cats but bc of my medical condition I should not be with young children as I need a QUIET HOME with not alot of traffic/activity. I would love to be with someone who works from home or is home most of the time in the event I have a seizure and I need to be held and comforted as it passes. My seizures have been fairly infrequent but as I get older I need someone to really take the time to be there for me. I am SUCH A GREAT SILLY BOY!! Just full of SH*TS AND GIGGLES!!! and such a LOVER BOY! 
If you are able to provide me with what I need, pls come meet me today!

For more info/app; pls email: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/41291555/1/?bust=1522408736 http://photos.petfinder.com/photos/pets/41291555/2/?bust=1522408853 http://photos.petfinder.com/photos/pets/41291555/3/?bust=1522408866 http://photos.petfinder.com/photos/pets/41291555/4/?bust=1522409009 http://photos.petfinder.com/photos/pets/41291555/5/?bust=1522409021 http://photos.petfinder.com/photos/pets/41291555/6/?bust=1522409032,Marley,41291555,M,S,A
218,Adult,"American Staffordshire Terrier, Pit Bull Terrier","My name is KORA and I'm a sweet adorabull 4/5 y F Blue/White Amstaff/ Pit X. I'm a chubby 60 lbs of PURE SMILIN SUNSHINE. I was given up by my owner due to housing issues and although I'm sad to leave, I'm ready for a new adventure with a big smile on my face. I'm a silly friendly chunky mama who is just sooo"" fun loving"" and ""happy go lucky""! I'm a positive girl and am always smiling! My only vice is that I wasn't socialized properly with other dogs as a puppy, so I'm very fearful of the unknown and I'm not fond of other dogs esp while on leash. My owner was working with me on my social manners on the street and I was starting to get more comfortable but I'm going to need more work on this.. so I need to be a SOLO DOG and with someone who has had previous experience with Pitbulls, Bully Breeds. I would prefer to live in the country as opposed to the city as that would help my anxiety with other dogs. I'm sorry but I'm not fond of cats either and since I'm a big girl it would probably be best if I went with older kids ages 10 yrs+. I could also use some more leashtraining and I'm not crate trained.. but I'm housebroken, know basic commands, don't have separation anxiety, am not destructive, only alarm bark and love to lounge on the couch with you! I'm a GEM OF A DOG, a VELCRO DOG and will stick to you like glue!! If you're looking for a LOYAL BFF.. I'm you're GIRL!! Come meet me today!!

For more info/app, EMAIL: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/41371798/1/?bust=1523388195 http://photos.petfinder.com/photos/pets/41371798/2/?bust=1523388201 http://photos.petfinder.com/photos/pets/41371798/3/?bust=1523388213 http://photos.petfinder.com/photos/pets/41371798/4/?bust=1523388220 http://photos.petfinder.com/photos/pets/41371798/5/?bust=1527625056 http://photos.petfinder.com/photos/pets/41371798/6/?bust=1527625057,Cora *URGT* IMMED FOSTER HOME NEEDED,41371798,M,M,A
219,Adult,"Staffordshire Bull Terrier, Pit Bull Terrier","My name is MINNIE and I'm an adorabull 3y F Black/White Staffordshire Bull Terrier/Pit X. I'm 45 lbs of PURE ""ITTY BITTY PITTY"". I'm a sweet silly, friendly, super fun loving girl and just full of ""happy happy joy joy"" energy. I'm such a darling compact little munchkin but don't be fooled as I'm very strong and a muscle girl!. I do pull a bit on the leash and will need further leash training. I especially love other dogs and will always pull to them to say hello. I love balls and esp love to fetch them so be careful when walking me by a basketball court! I'm a medium energy girl so I'm great to go jogging with or for long walks and a romp at the dog run. Since I'm a bit of a bruiser, it's best if I go with older kids ages 7 yrs+ and I'm good with dogs but there are a few dogs that I'm not fond of so a meet/greet would be necessary. I haven't met any cats yet but I think I would probably leave them alone I'm good in the house and can be left home alone with no separation anxiety.. but I hate being crated and I need a nice comfy bed/couch to lounge on! In the home I'm so well behaved and my favorite thing is to just snuggle up next to you on the couch. I'm a perfect apt sized dog but I also would love a yard to run around in and fetch all day as well. I'm just the SWEETEST LITTLE WUGGIE!  Come meet me today!!

For more info/app; pls email: CECE@TAILSOFLOVERESCUE.ORG

",http://photos.petfinder.com/photos/pets/41477655/1/?bust=1524599659 http://photos.petfinder.com/photos/pets/41477655/2/?bust=1524599678 http://photos.petfinder.com/photos/pets/41477655/3/?bust=1524599695 http://photos.petfinder.com/photos/pets/41477655/4/?bust=1524599717 http://photos.petfinder.com/photos/pets/41477655/5/?bust=1532253153 http://photos.petfinder.com/photos/pets/41477655/6/?bust=1524600144,Minnie,41477655,F,M,A
220,Young,"American Staffordshire Terrier, Pit Bull Terrier","My name is Smilin Sally and I'm a beautiful 2y F Blue/White Amstaff/Pit X. I'm 60 lbs of PURE SILLY GIRL. I was surrendered by my owner due to NO TIME. I'm a medium to high energy girl bc I'm still young and have silly puppy manners. I like to jump up on new folks to greet them and I pull and zig zag on the leash and I'm a little boisterous pushy when meeting other dogs. I'm not great with small dogs at first and esp if they are fluffy and fast... I do like to chase them so NO SMALL DOGS or CATS for me. Although I'm being fostered with a small long haired chihuahua in a small apt and I'm starting to get used to him and becoming buddies so it just takes time. I'm a sweet loving friendly silly loyal girl. I would be best with another big male playful dog and with someone who is medium active, knows and appreciates my breed. I'm used to living in an apt but a home in the country in the yard would be wonderful!!! Come meet/ adopt me today!!

For more info/app; pls email: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/42736067/1/?bust=1536776143 http://photos.petfinder.com/photos/pets/42736067/2/?bust=1536776154 http://photos.petfinder.com/photos/pets/42736067/3/?bust=1536776181 http://photos.petfinder.com/photos/pets/42736067/4/?bust=1536776193 http://photos.petfinder.com/photos/pets/42736067/5/?bust=1536776211 http://photos.petfinder.com/photos/pets/42736067/6/?bust=1536776217,Smilin' Sally,42736067,F,L,A
221,Young,"Mastiff, Hound","My name is DINO aka BUDDY and I'm a handsome 1.5 yr M Tan Hound/Mastiff X. I'm 70 lbs of PURE DREAMBOAT!! I was rescued from a kill shelter and what a save I was! I'm a gorgeous boy with dreamy bedroom eyes. SOOO SWEET but   very very hand shy. My previous owner was not very nice to me because I don't trust hands and I will duck away from them when you try to pet me. You have to give me time to warm up to you and then I'll let you pet me. I'm still young and am still very puppylike.. I'm curious about everything and very silly, clumsy and goofy. As most puppies do, I like to chew on shoes and other hard plastic items and get into the trash if it's out. I'm very playful and love to play ""catch me if you can"" I LOVE LOVE LOVE other dogs and will pull you across the street to greet them. I definitely need more leash training because I pull like a horse. Since I""m so shy and skittish, young kids make me nervous and jumpy so older kids ages 11 yrs + would be best. I'm fine with cats but I really MUST BE with another dog to feel more secure and to pal around with. I love to run in the grass so a fenced in yard would be wonderful!! I'm a SILLY GOOSE who has ALOT of potential to become a REGAL PRINCE of a dog with someone who has the patience, compassion and easy going fun loving attitude to forgive me for my ackwardness and give me the support I need to be a more confident dog.  I will be your loyal ""Buddy""  for life!!  

For more info/app; pls email: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/43176299/1/?bust=1541098400 http://photos.petfinder.com/photos/pets/43176299/2/?bust=1541098429 http://photos.petfinder.com/photos/pets/43176299/3/?bust=1541098452 http://photos.petfinder.com/photos/pets/43176299/4/?bust=1541098485 http://photos.petfinder.com/photos/pets/43176299/5/?bust=1541098497 http://photos.petfinder.com/photos/pets/43176299/6/?bust=1541098505,Dino,43176299,M,L,A
222,Young,Terrier,Bio coming soon. Please email mbwambwa@icloud.com to meet him!,http://photos.petfinder.com/photos/pets/37214834/1/?bust=1484712706 http://photos.petfinder.com/photos/pets/37214834/2/?bust=1484712707 http://photos.petfinder.com/photos/pets/37214834/3/?bust=1532992146 http://photos.petfinder.com/photos/pets/37214834/4/?bust=1533525480 http://photos.petfinder.com/photos/pets/37214834/5/?bust=1533525481,Aviator Gator,37214834,M,M,A
223,Senior,"Terrier, Chinese Crested Dog","Meet Jenny and Missy

They were pulled from local shelter where they found themselves brought in as âstraysâ . They seem to be mother daughter or sisters we are unsure but are bonded. Both are very very sweet.

Jenny is about 10ish and is both visually and hearing impaired. She has some arthritic issues as well but is very content walking around the yard a bit and laying in the sun. She seems to be a Chinese crested powder puff., a very sweet little girl.

Missy is younger- maybe 8 or so; she is a bit more active than Jenny but again, very very sweet. She too enjoys her time in the yard and enjoys spending time with Jenny. She is a bit more playful than Jenny. Both are as sweet as can be. She is a mix. Missy will be having her eye removed next week.

They are bonded and cannot be separated. They would do best with someone home during the day who can give them the TLC they deserve at this point in their lives. Neither of them like the camera!!

They would do best with a yard.

Please contact nypeticare@aol.com",http://photos.petfinder.com/photos/pets/41892599/1/?bust=1530739108 http://photos.petfinder.com/photos/pets/41892599/2/?bust=1530662111,JENNY & MISSY,41892599,F,M,A
224,Adult,"American Bulldog, Staffordshire Bull Terrier","Meet BARLEY>>>>>

4.5 year old Staffie/American Bull dog mix. He weighs 50 lbs, is neutered and utd on his shots.

His dad for his whole life was going to euthanize him because Barley did not get along with his new wife or her dog. His dad had nowhere to turn as Barley is not a dog for everyone. He would do best in a home with no children and probably would do best with no other animals. He is dog selective. Although we know he was going to be a difficult placement, we took Barley in as to euthanize him was not an option. He has been with a wonderful behaviorist who has had the opportunity to get to know him and work with him.

He is happy and friendly dog but likes his space. He is not aggressive but will let you know when you are in his space. He is 100% housebroken and crate trained, plays well and gives up his toys when asked. He is not dog aggressive; he is more dog neutral. He would prefer not to interact with them.

Barley is a great housedog. He has had no issues being left alone and has shown to be reliably housebroken. He is crate trained and loves his crate. He loves hanging out, curling up and napping while you are watching TV; he will play ball or frisbee if invited and plays very politely. He is not at all demanding of your time or attention, rather he politely accepts it when offered. He used to hike and bike with his former guardian and he loves kayaking (had his own lifejacket). He is built for it (on the small side for this type of dog and muscular). He pulls a little on the leash initially, but after 15 feet or so, slows down and walks nicely. He has a happy, goofy side when playing- which is very sweet. He just needs that right person who will understand who he is and what he needs- and he will be the best friend ever.

Please contact nypeticare@aol.com

",http://photos.petfinder.com/photos/pets/42833096/1/?bust=1537762996 http://photos.petfinder.com/photos/pets/42833096/2/?bust=1537762997,BARLEY,42833096,M,L,A
225,Adult,"Labrador Retriever, Shar-Pei","Meet JoJo,

This 3-year-old boy loves and adores his family, but has to be the only dog. He just wants to run and play, he's a little clown-like when he plays, Jo Jo is very cute. He also does not trust strangers right off the bat, takes a little time, so we know this is a difficult adoption. He will be very faithful to his family. He would do best in a house with a fenced in yard. He also would love to be your running or hiking buddy.

Please contact nypeticare@aol.com

",http://photos.petfinder.com/photos/pets/43142230/1/?bust=1542393700 http://photos.petfinder.com/photos/pets/43142230/2/?bust=1542393700,JoJo,43142230,M,M,A
226,Young,"German Shepherd Dog, Pit Bull Terrier","Meet Gorgeous 2 1/2 -year-old Brinley....

She is full of happiness and energy, and loves to play. With the proper exercise, she will be a couch potato too. She may be dog selective, we are not sure until she comes up here, she is in North Carolina. We desperately want to bring her up here, but we need a foster or an adopter for her. She is good with children over 10-years-old. Brinley enjoys life and all that it offers. She would do great with active people, running, hiking etc.She will flourish in the right home.

Please contact nypeticare@aol.com",http://photos.petfinder.com/photos/pets/43163398/1/?bust=1541008223 http://photos.petfinder.com/photos/pets/43163398/2/?bust=1541008224 http://photos.petfinder.com/photos/pets/43163398/3/?bust=1541008225,BRINLEY,43163398,F,M,A
227,Adult,Labrador Retriever,"Rocko is a super friendly Lab mix, about 45 pounds, 41/2 years old. He has had the good fortune of knowing one loving home his entire life and it shows in his personality.

Rocko loves going for car rides and spending time in the dog park. He is well socialized, great with people and very friendly towards other dogs, he is good with indoor cats as well. He loves to play and run around outside, a well fenced in yard is a must.

He has been very well cared for and is well trained. He does have a poultry allergy managed quite well with a specific diet, but is otherwise very healthy. He is neutered, up to date on his shots. He is a sweet, goofy, energetic, happy boy, who loves life.

He needs a new family to love and for them to love him back. His family is heartbroken they can no longer keep him. Anyone would be lucky to have Rocko in their lives.

Please contact nypeticare@aol.com",http://photos.petfinder.com/photos/pets/43547269/1/?bust=1544867230 http://photos.petfinder.com/photos/pets/43547269/2/?bust=1544867232 http://photos.petfinder.com/photos/pets/43547269/3/?bust=1544867233,ROCKO,43547269,M,M,A
228,Adult,"Terrier, Chihuahua","My name is Mickey and I'm a sweet 6y M White/Tan Chihuahua/Terrier X. I'm 12 lbs of PURE SUGAR & SPICE . I was surrendered by my owner because I got too protective of her as she was pregnant and I was snippy snappy with those that came too close and she didn't know how to handle me and was worried that when the baby arrived I would get snarky with the baby.. little did she know that all I needed was someone to give me a correction and tell me to back off;  but alas she gave up on me but it's ok bc I'm ready for a second chance and a new life adventure. My foster mom has had no issues with me as she knows my breed and knows I have a ""napoleon"" complex but she is  very firm in correcting me when I get snarky with strangers that come to the door so I'm learning quickly. On the street I'm fine with people, dogs and kids... but if someone does approach me too heavy handed or is threatening I will get snarky.. but I've never bitten anyone and I back off with correction.  She says I'm a love in the home and I'm a wonderful loyal companion and  snuggle with her every night. I'm a medium active dog, housebroken and leash trained. I'm good with dogs, never met a cat and ok with kids ages 10 yrs+ but I think I'd prefer to be a solo dog. I'm a darling sweet silly boy and just need someone who knows my breed and is willing to be firm and continue with the training my foster mom is giving me. It would be great to live in the suburbs with a yard! Please come meet/adopt me today!

For more info/app; pls email: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/42541807/1/?bust=1534966382 http://photos.petfinder.com/photos/pets/42541807/2/?bust=1534966394 http://photos.petfinder.com/photos/pets/42541807/3/?bust=1534966401 http://photos.petfinder.com/photos/pets/42541807/4/?bust=1534966417 http://photos.petfinder.com/photos/pets/42541807/5/?bust=1534966434 http://photos.petfinder.com/photos/pets/42541807/6/?bust=1534966443,Mickey *SUPER URGT* NEEDS IMMED FOSTER HOME,42541807,M,S,A
229,Adult,"Staffordshire Bull Terrier, Boston Terrier","My name is ELLIE and I'm an adorabull 3yr F Black/White Staffordshire Bull Terrier/Boston Terrier X. I'm 40 lbs of RIDICULOUS CUTENESS! Unfortunately I am being rehomed due to a ""child conflict"". I'm a silly lively little girl with delightful butterfly ears that make me look like I can fly away at any moment!  I am a bit nervous/anxious with strangers,  but once I know you I am your shadow. I may be a little munchkin but I am strong as a tank so I still pull on the leash a bit. On leash, I am reactive to other dogs because of my nervous/anxious energy but it's manageable and I will need further training on this... but I am fine with dogs off leash because I go to doggie daycare daily. I know basic commands: sit, stay, lay down and go to bed. I'm a good listener and quick learner and always up for more training. I would be best with older kids ages 12 yrs+ or an ADULT ONLY home. I seem to be better with larger calm dogs rather than small dogs that have frenetic/hyper energy but I think I would do best as a SOLO DOG. I've never met a cat but I lived with birds that flew around and I never chased them so I think I could be with a dog friendly cat.  I would also love to be in a home with a yard so I can run and get my ya yas out because I'm a good fetcher and love to do zoomies!! Inside the home,  I'm a total couch potato and love to snuggle up next to you on the couch!. I'm looking for someone/couple that is experienced with my breed...that will know, appreciate and understand me and make me the ""apple of their eye"".  Come and meet my sweet little peanut face today!!

For more info/app - pls email: CECE@TAILSOFLOVERESCUE.ORG",http://photos.petfinder.com/photos/pets/43623989/1/?bust=1545748159 http://photos.petfinder.com/photos/pets/43623989/2/?bust=1545748165 http://photos.petfinder.com/photos/pets/43623989/3/?bust=1545748174 http://photos.petfinder.com/photos/pets/43623989/4/?bust=1545748183 http://photos.petfinder.com/photos/pets/43623989/5/?bust=1545748197 http://photos.petfinder.com/photos/pets/43623989/6/?bust=1545748204,Ellie - *URGT* NEEDS IMMED FOSTER HOME,43623989,F,M,A
230,Adult,"Rottweiler, Hound","Meet Lola, a 6 year old, 65 lb Rottie mix. Her 94 year old father was sent to a nursing home and never returned.

She was her Dadâs best friend and she waited for him alone in their house for months and realized he was not re
turning. She has been with a foster who adores her but sadly, he realizes she would be best with someone who is
home more frequently. She loves walks and playing ball. She is good with children but not good with cats

and would best as the only dog in the home. She is spayed and is fully vetted. She is a sweetheart.

She just needs a new person to love.

Please contact nypeticare@aol.com

",http://photos.petfinder.com/photos/pets/43656288/1/?bust=1546153540 http://photos.petfinder.com/photos/pets/43656288/2/?bust=1546153541,LOLA,43656288,F,M,A
231,Senior,Pomeranian,"Penny - to be homeless after all those years of loyal companionship. Thankfully, a foster home stepped up to care for and love Penny while we find her a permanent home. As per Penny's foster mom, she is a total love! She really likes other dogs, and goes potty outside too! She loves to play chase in the yard, and is always up for a good belly rub. She is extremely cute, and will even give you kisses. Please consider adopting this sweet senior gal and give her the home she deserves in her senior years.

Please contact nypeticare@aol.com

12/29/18 7:13 PM",http://photos.petfinder.com/photos/pets/39121545/1/?bust=1502867600 http://photos.petfinder.com/photos/pets/39121545/2/?bust=1502867604,PENNY,39121545,F,S,A
232,Adult,Chihuahua,"Snuggy is a 3-year old 6 1/2-pound Chihuahua that was surrended to the ACC in Manhattan on Thanksgiving, when her owner couldn't afford to care for her any longer. She is in a temporary foster home currently being treated for a skin infection, yeast infection, and a bad ear infection. She's been doing well in her temporary surroundings and has avoided potential surgery. 

We are looking for a foster who is experienced with helping to keep her on her medicine and calm her from separation anxiety. She's a sweety who needs loving permanent home. She can be around other dogs but is wary of strangers or fast movements. 

Please contact us DIRECTLY using the instructions below if you are interested in fostering or adopting one of our Waggytails! Visit our website (www.waggytailrescue.org) for an adoption or foster application on the CONTACT US page. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. Simply attach your completed application to an email with the dog's name in the title, and send to:

Adoptions: waggyadopt@gmail.com

Fosters: waggyvolunteer@gmail.com

PLEASE NOTE: Dogs marked ""Adoption Pending"" have an approved adoption application on file and are awaiting final approval. Please check back in a few days to see if they are still available!

We understand you may have questions but the fastest way to get answers is to fill out the application and the foster parent can answer any questions you may have!

Waggytail Rescue CAN NOT guarantee the final size of any of our puppies! If you are concerned about the size of your adopted dog, please consider adopting one of our adults who need you.",http://photos.petfinder.com/photos/pets/43455111/1/?bust=1546350811 http://photos.petfinder.com/photos/pets/43455111/2/?bust=1546350823,Snuggy!,43455111,F,M,A
233,Adult,"Chihuahua, Rat Terrier","Boomer is a little 10 pound, 2 year old bundle of love. This male rat terrier/chihuahua mix is all nice and no naughty! Boomer is so sweet and friendly with people and dogs (don't know about cats). He walks well on a leash and even likes baths! Boomer is understanding the concept of wee wee pads and is slowly learning how to go potty outside. He is neutered, and received DHLPPC, bordetella and rabies. 

Please contact us DIRECTLY using the instructions below if you are interested in fostering or adopting one of our Waggytails! Visit our website (www.waggytailrescue.org) for an adoption or foster application. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. Simply attach your completed application to an email with the dog's name in the title, and send to:

Adoptions: waggyadopt@gmail.com

Fosters: waggyvolunteer@gmail.com

PLEASE NOTE: Dogs marked ""Adoption Pending"" have an approved adoption application on file and are awaiting final approval. Please check back in a few days to see if they are still available!

We understand you may have questions but the fastest way to get answers is to fill out the application and the foster parent can answer any questions you may have!

Waggytail Rescue CAN NOT guarantee the final size of any of our puppies! If you are concerned about the size of your adopted dog, please consider adopting one of our adults who need you.",http://photos.petfinder.com/photos/pets/43620222/1/?bust=1546350807 http://photos.petfinder.com/photos/pets/43620222/2/?bust=1546350831,Boomer!,43620222,M,M,A
234,Adult,Terrier,"Tate is a 2-year 12-pound scruffy boy who just arrived from Texas. He is a little scared but very sweet once he warms up to you. He's good with other dogs and super cuddly! He was working on crate training with his former foster. More information to come when shared with his NYC foster. Tate is up-to-date on vaccines, neutered, and micro-chipped. 

Please contact us DIRECTLY using the instructions below if you are interested in fostering or adopting one of our Waggytails! Visit our website (www.waggytailrescue.org) for an adoption or foster application. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. Simply attach your completed application to an email with the dog's name in the title, and send to:

Adoptions: waggyadopt@gmail.com

Fosters: waggyvolunteer@gmail.com

PLEASE NOTE: Dogs marked ""Adoption Pending"" have an approved adoption application on file and are awaiting final approval. Please check back in a few days to see if they are still available!

We understand you may have questions but the fastest way to get answers is to fill out the application and the foster parent can answer any questions you may have!",http://photos.petfinder.com/photos/pets/43335769/1/?bust=1546350800 http://photos.petfinder.com/photos/pets/43335769/2/?bust=1542701430 http://photos.petfinder.com/photos/pets/43335769/3/?bust=1546350832,Tate! *Check back 12/2*,43335769,M,S,A
235,Adult,Chihuahua,"Chance is a 10 pound, 1-2 year old male chihuahua mix who has puppy like energy and enjoys a good roust about with his siblings. Good with other dogs and very playful, but don't know about cats or kids, crate-trained and loves loves people! He stayed put even the very first day at his foster when he needed to be cleaned up.

Chance is neutered, heartworm negative, received bordetella, rabies and DHLPPC. 

Please contact us DIRECTLY using the instructions below if you are interested in fostering or adopting one of our Waggytails! Visit our website (www.waggytailrescue.org) for an adoption or foster application. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. Simply attach your completed application to an email with the dog's name in the title, and send to:

Adoptions: waggyadopt@gmail.com

Fosters: waggyvolunteer@gmail.com

PLEASE NOTE: Dogs marked ""Adoption Pending"" have an approved adoption application on file and are awaiting final approval. Please check back in a few days to see if they are still available!

We understand you may have questions but the fastest way to get answers is to fill out the application and the foster parent can answer any questions you may have!

Waggytail Rescue CAN NOT guarantee the final size of any of our puppies! If you are concerned about the size of your adopted dog, please consider adopting one of our adults who need you.",http://photos.petfinder.com/photos/pets/43620223/1/?bust=1546350816 http://photos.petfinder.com/photos/pets/43620223/2/?bust=1546350832 http://photos.petfinder.com/photos/pets/43620223/3/?bust=1546214860,Chance!,43620223,M,M,A
236,Baby,Rat Terrier,"Jade is 6 month old, 13 pound female rat terrier mix. Her foster family says she is cute and fun and a furball of energy! She has lived with other dogs, but don't know about cats. Received rabies, bordetella and DHLPP vaccines and spayed! 

Please contact us DIRECTLY using the instructions below if you are interested in fostering or adopting one of our Waggytails! Visit our website (www.waggytailrescue.org) for an adoption or foster application. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. Simply attach your completed application to an email with the dog's name in the title, and send to:

Adoptions: waggyadopt@gmail.com

Fosters: waggyvolunteer@gmail.com

PLEASE NOTE: Dogs marked ""Adoption Pending"" have an approved adoption application on file and are awaiting final approval. Please check back in a few days to see if they are still available!

We understand you may have questions but the fastest way to get answers is to fill out the application and the foster parent can answer any questions you may have!

Waggytail Rescue CAN NOT guarantee the final size of any of our puppies! If you are concerned about the size of your adopted dog, please consider adopting one of our adults who need you.",http://photos.petfinder.com/photos/pets/43618217/1/?bust=1546350816,Jade!,43618217,F,S,A
237,Young,Australian Cattle Dog / Blue Heeler,"Pongo is a friendly Blue Heeler boy who's just arrived here in NYC. Once he's settled in with his foster we will have more information.

He is 10months old, and already 44 pounds! He will be neutered as part of adoption. 

Please contact us DIRECTLY using the instructions below if you are interested in fostering or adopting one of our Waggytails! Visit our website (www.waggytailrescue.org) for an adoption or foster application. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. Simply attach your completed application to an email with the dog's name in the title, and send to:

Adoptions: waggyadopt@gmail.com

Fosters: waggyvolunteer@gmail.com

PLEASE NOTE: Dogs marked ""Adoption Pending"" have an approved adoption application on file and are awaiting final approval. Please check back in a few days to see if they are still available!

We understand you may have questions but the fastest way to get answers is to fill out the application and the foster parent can answer any questions you may have!

Waggytail Rescue CAN NOT guarantee the final size of any of our puppies! If you are concerned about the size of your adopted dog, please consider adopting one of our adults who need you.",http://photos.petfinder.com/photos/pets/43548056/1/?bust=1546350796,Pongo,43548056,M,L,A
238,Adult,Chihuahua,"Penelope. 15 pound, 4 year old female chihuahua mix. Spayed, house-trained, good with dogs and people. Heartworm negative, received bordetella, rabies and DHLPPC.

Please contact us DIRECTLY using the instructions below if you are interested in fostering or adopting one of our Waggytails! Visit our website (www.waggytailrescue.org) for an adoption or foster application. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. Simply attach your completed application to an email with the dog's name in the title, and send to:

Adoptions: waggyadopt@gmail.com

Fosters: waggyvolunteer@gmail.com

PLEASE NOTE: Dogs marked ""Adoption Pending"" have an approved adoption application on file and are awaiting final approval. Please check back in a few days to see if they are still available!

We understand you may have questions but the fastest way to get answers is to fill out the application and the foster parent can answer any questions you may have!

Waggytail Rescue CAN NOT guarantee the final size of any of our puppies! If you are concerned about the size of your adopted dog, please consider adopting one of our adults who need you.",http://photos.petfinder.com/photos/pets/43653539/1/?bust=1546350810,Penelope!,43653539,F,M,A
